0 0 4 0 0.38122569493552 0.38122569493552 7.6477471224551 0.043098644105627 
1 0.005 4 0 0.37266163887035 0.37266163887035 7.6359073326187 0.045660434572112 
2 0.01 4 0 0.36903409855698 0.36903409855698 7.627091084116 0.04281431666973 
3 0.015 4 0 0.38081975319248 0.38081975319248 7.6525954471723 0.047799082985662 
4 0.02 4 0 0.38478930502656 0.38478930502656 7.6663839309685 0.048328313906979 
5 0.025 4 0 0.36185764393858 0.36185764393858 7.6299912433279 0.043823162528516 
6 0.03 4 0 0.35957123257448 0.35957123257448 7.6301663842761 0.043896708700746 
7 0.035 4 0 0.37033671195289 0.37033671195289 7.6375427592443 0.04378848100896 
8 0.04 4 0 0.34412077414129 0.34412077414129 7.6505592305242 0.036993838386896 
9 0.045 4 0 0.24965884661674 0.24965884661674 7.5412383284004 0.033201694566528 
10 0.05 4 0 0.23761220446698 0.23761220446698 7.5675236991933 0.036013775909804 
11 0.055 4 0 0.19367185951018 0.19367185951018 7.5819408564718 0.039654085218522 
12 0.06 4 0 0.12413815136325 0.12413815136325 7.515880602445 0.046910611734848 
13 0.065 4 0 -0.044690763915198 -0.044690763915198 7.4071526174048 0.045123832954654 
14 0.07 4 0 -0.033428247416581 -0.033428247416581 7.3906582464874 0.043926976685427 
15 0.075 4 0 -0.088222087719009 -0.088222087719009 7.3517876699937 0.048075931121698 
16 0.08 4 0 -0.26075518136158 -0.26075518136158 7.16854004261 0.044325497234529 
17 0.085 4 0 -0.22049135282254 -0.22049135282254 7.2031366282231 0.046458318772948 
18 0.09 4 0 -0.34431083539385 -0.34431083539385 7.0764579590919 0.053318384366998 
19 0.095 4 0 -0.49852956659347 -0.49852956659347 6.9439333354342 0.058753902736662 
20 0.1 4 0 -0.6108571474496 -0.6108571474496 6.8158209977282 0.062447060215097 
21 0.105 4 0 -0.64563839235981 -0.64563839235981 6.8019430897252 0.07000715781312 
22 0.11 4 0 -0.62755849379423 -0.62755849379423 6.8832512159909 0.072863875844834 
23 0.115 4 0 -0.66097638668736 -0.66097638668736 6.7580720346942 0.070939571819302 
24 0.12 4 0 -0.67957152291907 -0.67957152291907 6.7413901447628 0.075846718305942 
25 0.125 4 0 -0.78708641485037 -0.78708641485037 6.5968870447352 0.073787110283181 
26 0.13 4 0 -0.88937153886554 -0.88937153886554 6.469323242188 0.06919316329317 
27 0.135 4 0 -0.77311599229613 -0.77311599229613 6.6078790558516 0.066676498272156 
28 0.14 4 0 -0.82045167811156 -0.82045167811156 6.5937355519335 0.068596065976632 
29 0.145 4 0 -0.77880418363892 -0.77880418363892 6.5869303030814 0.068093463907094 
30 0.15 4 0 -0.5358222423186 -0.5358222423186 6.8971432998976 0.065162240508082 
31 0.155 4 0 -0.8293028524361 -0.8293028524361 6.5410083946151 0.065146183319168 
32 0.16 4 0 -0.73575737377342 -0.73575737377342 6.6587877310458 0.065444212042981 
33 0.165 4 0 -0.86571920386008 -0.86571920386008 6.530992699907 0.071679112098605 
34 0.17 4 0 -0.93618159324396 -0.93618159324396 6.461212810082 0.076004874082507 
35 0.175 4 0 -0.89190720840193 -0.89190720840193 6.5118249422422 0.078666709446735 
