0.009375 0
0.01875 0
0.028125 0
0.0375 0
0.046875 0
0.05625 0
0.065625 0
0.075 0
0.084375 0
0.09375 0
0.103125 0
0.1125 0
0.121875 0
0.13125 0
0.140625 0
0.15 0
0.159375 0
0.16875 0
0.178125 0
0.1875 0
0.196875 0
0.20625 0
0.215625 0
0.225 0
0.234375 0
0.24375 0
0.253125 0
0.2625 0
0.271875 0
0.28125 0
0.290625 0
0.3 0
0.309375 0
0.31875 0
0.328125 0
0.3375 0
0.346875 0
0.35625 0
0.365625 0
0.375 0
0.384375 0
0.39375 0
0.403125 0
0.4125 0
0.421875 0
0.43125 0
0.440625 0
0.45 0
0.459375 0
0.46875 0
0.478125 0
0.4875 0
0.496875 0
0.50625 0
0.515625 0
0.525 0
0.534375 0
0.54375 0
0.553125 0
0.5625 0
0.571875 0
0.58125 0
0.590625 0
0.6 0
0.609375 0
0.61875 0
0.628125 0
0.6375 0
0.646875 0
0.65625 0
0.665625 0
0.675 0
0.684375 0
0.69375 0
0.703125 0
0.7125 0
0.721875 0
0.73125 0
0.740625 0
0.75 0
0.759375 0
0.76875 0
0.778125 0
0.7875 0
0.796875 0
0.80625 0
0.815625 0
0.825 0
0.834375 0
0.84375 0
0.853125 0
0.8625 0
0.871875 0
0.88125 0
0.890625 0
0.9 0
0.909375 0
0.91875 0
0.928125 0
0.9375 0
0.946875 0
0.95625 0
0.965625 0.00045016
0.975 0.00179578
0.984375 0.00797188
0.99375 0.0235537
1.00313 0.0742765
1.0125 0.192825
1.02187 0.412878
1.03125 0.782442
1.04062 1.29839
1.05 1.91006
1.05937 2.60917
1.06875 3.25434
1.07812 3.82564
1.0875 4.27259
1.09688 4.54659
1.10625 4.63326
1.11562 4.61732
1.125 4.48682
1.13437 4.27605
1.14375 4.02515
1.15312 3.72338
1.1625 3.39619
1.17188 3.06696
1.18125 2.77272
1.19063 2.49169
1.2 2.20111
1.20937 1.99088
1.21875 1.77698
1.22812 1.60423
1.2375 1.45204
1.24687 1.34333
1.25625 1.21012
1.26562 1.09798
1.275 1.01668
1.28438 0.936448
1.29375 0.875227
1.30312 0.816848
1.3125 0.746812
1.32187 0.705739
1.33125 0.663366
1.34062 0.622304
1.35 0.595307
1.35938 0.565072
1.36875 0.557039
1.37813 0.538947
1.3875 0.53059
1.39687 0.50276
1.40625 0.483526
1.41562 0.46897
