-7.7911e-12 1.92841e-11 0 
-1.15179e-11 3.87814e-11 0 
-1.49356e-11 4.83311e-11 0 
-2.20197e-11 4.99369e-11 0 
-2.18066e-11 5.00506e-11 0 
-1.95683e-11 5.97993e-11 0 
-3.6998e-11 6.77147e-11 0 
-5.21609e-11 6.9349e-11 0 
-5.33618e-11 7.17506e-11 0 
-5.04095e-11 6.91358e-11 0 
-5.21361e-11 6.20304e-11 0 
-6.85993e-11 4.76774e-11 0 
-7.89626e-11 3.66214e-11 0 
-6.97007e-11 3.50724e-11 0 
-5.86553e-11 3.92504e-11 0 
-5.66303e-11 5.12159e-11 0 
-6.01972e-11 5.40012e-11 0 
-6.26486e-11 4.61142e-11 0 
-7.35625e-11 4.48921e-11 0 
-8.62563e-11 5.07896e-11 0 
-8.87077e-11 5.59339e-11 0 
-8.61853e-11 5.56781e-11 0 
-8.11653e-11 5.11875e-11 0 
-7.16547e-11 4.83311e-11 0 
-6.22826e-11 4.51479e-11 0 
-6.45919e-11 3.66924e-11 0 
-7.22196e-11 3.11218e-11 0 
-7.69411e-11 2.34621e-11 0 
-7.92433e-11 9.12337e-12 0 
-7.15943e-11 -1.19371e-12 0 
-6.36966e-11 9.9476e-14 0 
-5.64455e-11 -7.21911e-12 0 
-5.44063e-11 -1.29745e-11 0 
-5.75682e-11 -7.67386e-13 0 
-5.17026e-11 -4.03588e-12 0 
-4.2494e-11 -2.65743e-12 0 
-3.05533e-11 1.02887e-11 0 
-2.50928e-11 5.65592e-12 0 
-2.84182e-11 8.46967e-12 0 
-2.4734e-11 1.79057e-11 0 
-2.04459e-11 2.20552e-11 0 
-1.52269e-11 2.46985e-11 0 
-9.36495e-12 2.58638e-11 0 
-9.67404e-12 2.27942e-11 0 
-7.22622e-12 1.71383e-11 0 
-3.1477e-12 1.28182e-11 0 
-5.77316e-12 4.718e-12 0 
-1.76605e-11 -3.15481e-12 0 
-2.52314e-11 -1.93268e-12 0 
-3.51505e-11 -1.9611e-12 0 
-4.23555e-11 -3.38218e-12 0 
-3.73639e-11 1.81899e-12 0 
-3.64189e-11 1.15108e-11 0 
-4.47145e-11 1.99805e-11 0 
-5.01714e-11 1.9071e-11 0 
-5.16494e-11 2.18279e-11 0 
-4.9944e-11 2.76827e-11 0 
-3.90763e-11 2.24816e-11 0 
-3.45253e-11 8.07177e-12 0 
-4.8928e-11 -6.33804e-12 0 
-6.9182e-11 -4.86011e-12 0 
-7.84581e-11 -7.21911e-12 0 
-8.04334e-11 -2.44142e-11 0 
-7.99893e-11 -2.94733e-11 0 
-6.91323e-11 -2.82796e-11 0 
-6.42295e-11 -3.04112e-11 0 
-7.31895e-11 -4.28884e-11 0 
-7.40314e-11 -6.19309e-11 0 
-7.71223e-11 -7.19353e-11 0 
-9.11271e-11 -7.45501e-11 0 
-1.04187e-10 -6.52562e-11 0 
-1.08162e-10 -6.72173e-11 0 
-1.09356e-10 -7.34417e-11 0 
-1.08972e-10 -7.92681e-11 0 
-1.10642e-10 -7.9325e-11 0 
-1.14561e-10 -7.6966e-11 0 
-1.0998e-10 -7.24185e-11 0 
