0.0614143 0.0614143
0.0617636 0.000349305
0.0619254 0.000161771
0.0667219 0.00479654
0.0672359 0.000513932
0.0680925 0.000856639
0.0707911 0.00269858
0.0717859 0.000994848
0.0721451 0.000359146
0.0723518 0.000206734
0.0725212 0.000169409
0.0731199 0.000598654
0.0740346 0.000914681
0.0750055 0.000970928
0.0761626 0.00115707
0.0765093 0.000346754
0.0768719 0.000362578
0.078028 0.00115616
0.078701 0.000672945
0.0824971 0.00379614
0.0845953 0.00209818
0.0858322 0.00123689
0.0868344 0.0010022
0.0870231 0.000188736
0.0890876 0.00206445
0.0894964 0.000408829
0.0901625 0.000666066
0.0906819 0.000519422
0.0907776 9.57347e-05
0.0917021 0.0009245
0.0927629 0.00106078
0.0935271 0.000764201
0.0938284 0.000301288
0.0939674 0.000139005
0.0942731 0.00030565
0.0954217 0.00114866
0.0971923 0.00177053
0.0998448 0.00265258
0.101171 0.00132666
0.103695 0.00252358
0.106294 0.00259891
0.107102 0.000807869
0.107384 0.000281996
0.107923 0.000539511
0.108277 0.000354064
0.108793 0.000515871
0.110799 0.00200615
0.112147 0.00134717
0.113412 0.00126524
0.113476 6.45291e-05
0.113941 0.000464944
0.116025 0.00208408
0.116986 0.000960123
0.117096 0.000110848
0.117459 0.000362786
0.117809 0.000350318
0.11797 0.000160439
0.118081 0.00011137
0.118617 0.000535972
0.123878 0.00526066
0.12608 0.00220194
0.127664 0.00158462
0.127948 0.000283534
0.12818 0.000231978
0.128393 0.000212596
0.13448 0.00608784
0.136026 0.00154594
0.136693 0.000666496
0.137019 0.000326532
0.137571 0.00055153
0.13797 0.000398683
0.138195 0.000225003
0.139607 0.00141205
0.145942 0.00633532
0.147469 0.00152693
0.148072 0.000602964
0.148309 0.00023732
0.148413 0.000104131
0.148859 0.000445995
0.14941 0.000550289
0.150615 0.0012055
0.150773 0.000157734
0.156053 0.00528066
0.157266 0.00121293
0.157912 0.000645905
0.160038 0.00212559
0.160512 0.000474373
0.162631 0.00211879
0.166099 0.00346828
0.166997 0.000897448
0.16806 0.00106313
0.17076 0.00269976
0.174473 0.00371326
0.175903 0.00143033
0.178322 0.00241874
0.178808 0.000485755
0.180809 0.0020009
0.181516 0.000707682
0.183694 0.00217731
0.186235 0.00254105
0.187797 0.00156186
0.190071 0.0022741
0.191744 0.00167321
0.195407 0.00366279
0.197223 0.00181595
0.201332 0.00410913
0.202713 0.0013808
0.203517 0.000804026
0.204295 0.000777965
0.206792 0.00249699
0.20689 9.83298e-05
0.2071 0.000210337
0.207103 2.34054e-06
0.207474 0.000371436
0.209241 0.00176739
0.20982 0.000578159
0.209953 0.000133915
0.213784 0.00383094
0.215956 0.00217203
0.21667 0.000713369
0.217393 0.00072288
0.217475 8.19188e-05
0.217943 0.000468476
0.220145 0.00220193
0.220202 5.69399e-05
0.220697 0.000494933
0.221877 0.0011804
0.222975 0.00109725
0.223282 0.000307702
0.223668 0.000385521
0.223864 0.000196482
0.22756 0.00369616
0.227732 0.000171951
0.228211 0.000478989
0.22973 0.00151857
0.230578 0.000848509
0.232398 0.00181963
0.234044 0.00164627
0.234578 0.000534079
0.235776 0.00119808
0.235911 0.000134251
0.236794 0.000883693
0.237321 0.000526205
0.238104 0.000783342
0.239026 0.000922405
0.240883 0.00185632
0.242144 0.00126133
0.243511 0.00136655
0.24359 7.99278e-05
0.244034 0.000443507
0.244341 0.000307019
0.245227 0.000885505
0.245694 0.000467127
0.247409 0.00171492
0.248064 0.000655777
0.248569 0.000504247
0.248618 4.91568e-05
0.24945 0.000832564
0.250586 0.00113572
0.254904 0.0043178
0.257138 0.00223378
0.258537 0.00139902
0.259153 0.000616838
0.259292 0.000138335
0.260773 0.00148162
0.261469 0.000695676
0.2617 0.00023076
0.262012 0.000312225
0.263268 0.00125583
0.264263 0.000994824
0.264709 0.000445857
0.264845 0.000136496
0.265967 0.00112224
0.266829 0.000861368
0.267826 0.000997408
0.269861 0.00203525
0.270971 0.00110981
0.274301 0.0033301
0.274662 0.000360259
0.274704 4.23923e-05
0.274969 0.00026464
0.275968 0.000999682
0.276659 0.000691106
0.27689 0.000230258
0.277609 0.000719594
0.278309 0.000699575
0.280858 0.00254908
0.281751 0.000893138
0.281882 0.000130664
0.283078 0.00119626
0.283227 0.000149439
0.284069 0.000841321
0.28479 0.000721113
0.284945 0.000155702
0.285574 0.000628884
0.285954 0.000379327
0.287399 0.00144545
0.287485 8.5645e-05
0.288023 0.000537927
0.288793 0.000770192
0.29162 0.00282736
0.293618 0.00199767
0.294102 0.000484332
0.294217 0.000114873
0.294341 0.000123642
0.29445 0.000108807
0.296337 0.00188692
0.296718 0.000381417
0.298395 0.00167689
0.298537 0.000142301
0.30192 0.00338262
0.302248 0.000327836
0.304069 0.00182152
0.306281 0.00221165
0.306412 0.000130902
