2.6	13.5864
2.7	10.4131
2.8	11.0286
2.9	4.97277
3	3.91514
3.1	3.00693
3.2	2.85095
3.3	2.67516
3.4	2.529
3.5	2.4565
3.6	2.3749
3.7	2.3267
3.8	2.30034
3.9	2.31543
4	2.32251
4.1	2.36143
4.2	2.34224
4.3	2.36109
4.4	2.37286
4.5	2.44393
4.5	2.41476
5	2.71942
5.5	2.92824
6	3.25233
6.5	3.62202
