time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-12-30T18:53:23.960Z,32.5323333,-115.2081667,5.986,4.77,ml,21,193,0.2792,0.34,ci,ci14565636,2016-03-09T03:31:12.961Z,"14km ESE of Puebla, B.C., MX",earthquake,1.75,31.61,0.12,302,reviewed,ci,ci
2009-12-30T18:48:57.330Z,32.464,-115.1891667,5.971,5.8,mw,19,205,0.324,0.39,ci,ci14565620,2016-03-09T07:50:29.755Z,"12km N of Delta, B.C., MX",earthquake,1.83,31.61,,7,reviewed,ci,ci
2009-11-16T21:21:30.630Z,35.5485,-117.2745,1.248,4.6,ml,54,46,0.0771,0.23,ci,ci10497821,2016-03-09T15:34:59.824Z,"26km SSE of Trona, CA",earthquake,0.28,0.64,0.135,377,reviewed,ci,ci
2009-10-03T05:31:57.720Z,36.39,-117.8635,0.08,4.66,ml,36,51,0.1674,0.25,ci,ci14520476,2016-03-09T09:06:10.686Z,"18km NE of Olancha, CA",earthquake,0.37,0.9,0.131,399,reviewed,ci,ci
2009-10-03T01:16:00.310Z,36.391,-117.8608333,-1.77,5.19,mw,36,50,0.1658,0.33,ci,ci14519780,2016-03-09T11:53:25.680Z,"18km NE of Olancha, CA",earthquake,0.46,1.22,,6,reviewed,ci,ci
2009-10-03T01:10:26.100Z,36.3863333,-117.8681667,1.688,4.85,ml,23,52,0.172,0.28,ci,ci14519764,2016-03-09T06:14:31.824Z,"17km NE of Olancha, CA",earthquake,0.37,31.61,0.135,372,reviewed,ci,ci
2009-10-03T01:09:19.140Z,36.391,-117.8638333,0.7,4.74,ml,36,51,0.1665,0.26,ci,ci14519756,2016-03-09T04:49:02.810Z,"18km NE of Olancha, CA",earthquake,0.42,0.95,0.164,185,reviewed,ci,ci
2009-10-01T10:01:24.670Z,36.3878333,-117.8586667,3.985,5,mw,34,49,0.1683,0.32,ci,ci14517500,2016-03-09T03:23:22.613Z,"18km NE of Olancha, CA",earthquake,0.49,31.61,,0,reviewed,ci,ci
2009-09-19T22:55:17.840Z,32.3706667,-115.2611667,9.987,5.08,mw,27,261,0.4352,0.42,ci,ci14512436,2016-03-09T15:27:27.713Z,"7km WNW of Delta, B.C., MX",earthquake,1.89,31.61,,5,reviewed,ci,ci
2009-08-07T10:49:34.720Z,40.31,-124.637,16.9,5,mwc,124,111,,,us,usp000h026,2015-02-11T17:19:10.000Z,"offshore Northern California",earthquake,,,,,reviewed,nc,gcmt
2009-05-23T22:58:32.940Z,36.3961667,-117.8376667,-0.64,4.73,ml,38,52,0.1564,0.25,ci,ci14462064,2016-07-08T00:17:51.640Z,"20km NE of Olancha, CA",earthquake,0.38,0.94,0.138,385,reviewed,ci,ci
2009-05-18T03:39:36.340Z,33.9376667,-118.3356667,13.817,4.7,mw,123,44,,0.34,ci,ci10410337,2016-03-09T10:21:00.466Z,"2km E of Lennox, CA",earthquake,0.29,0.49,,0,reviewed,ci,ci
2009-03-24T11:55:43.930Z,33.3171667,-115.7281667,6.003,4.77,ml,77,37,0.03561,0.26,ci,ci14433456,2016-03-09T17:06:09.601Z,"4km S of Bombay Beach, CA",earthquake,0.28,1.34,0.127,346,reviewed,ci,ci
2009-01-30T13:25:03.760Z,47.7865,-122.5846667,62.24,4.67,ml,77,27,0.0526,0.52,uw,uw10763723,2016-07-13T22:41:35.800Z,"Seattle-Tacoma urban area, Washington",earthquake,0.83,0.99,0.188,144,reviewed,uw,uw
2008-12-28T05:17:07.470Z,32.5681667,-115.5428333,10.01,4.52,ml,39,187,0.1748,0.91,ci,ci10368325,2016-03-08T17:59:26.576Z,"4km ESE of Progreso, B.C., MX",earthquake,2.92,31.61,0.15,375,reviewed,ci,ci
2008-12-26T12:19:40.036Z,39.9582,-120.8697,9.7,4.8,ml,22,55.39,0.467,0.1369,nn,nn00270122,2015-11-26T01:08:35.412Z,"3km NE of East Quincy, California",earthquake,2.58,3,0.16,3,reviewed,nn,nn
2008-12-06T04:18:42.850Z,34.8133333,-116.4188333,6.37,5.06,mw,48,65,0.07081,0.19,ci,ci14408052,2016-03-09T04:29:00.051Z,"26km WNW of Ludlow, CA",earthquake,0.21,0.78,,6,reviewed,ci,ci
2008-11-20T19:23:00.190Z,32.3288333,-115.3318333,6.006,4.98,ml,29,228,0.4619,1.28,ci,ci14404512,2016-03-08T22:47:12.977Z,"13km WSW of Delta, B.C., MX",earthquake,4.32,31.61,0.129,246,reviewed,ci,ci
2008-11-16T05:43:15.590Z,40.3138333,-124.6026667,18.59,4.6,mh,15,340,2.014,2.64,ci,ci10101522,2016-03-09T13:12:17.170Z,"41km SW of Ferndale, CA",earthquake,44.6,31.61,,0,reviewed,ci,ci
2008-10-26T09:26:50.760Z,40.318,-124.612,19.8,4.9,mwr,62,191.8,,,us,usp000gm2e,2015-01-28T20:21:30.507Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2008-09-05T21:54:33.590Z,32.3468333,-115.2295,14.987,4.63,ml,26,225,0.4423,0.72,ci,ci10347253,2016-03-08T22:42:47.035Z,"4km WSW of Delta, B.C., MX",earthquake,2.4,31.61,0.118,245,reviewed,ci,ci
2008-08-17T05:56:59.000Z,41.183,-124.197,17,4.6,mwr,181,153.6,,,us,usp000gev3,2015-01-28T07:15:11.820Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2008-07-29T18:42:15.670Z,33.9485,-117.7663333,15.503,5.44,mw,136,17,0.08724,0.3,ci,ci14383980,2016-05-02T16:06:19.118Z,"5km S of Chino Hills, CA",earthquake,0.19,0.52,,6,reviewed,ci,ci
2008-04-30T03:03:06.900Z,40.836,-123.497,29.1,5.4,mwc,404,53.4,,,us,usp000g559,2016-02-10T22:30:14.926Z,"Northern California",earthquake,,,,,reviewed,nc,gcmt
2008-04-26T06:40:19.120Z,38.6103333,-119.1331667,3.535,4.7,mh,5,253,0.7747,0.51,ci,ci10320621,2016-03-09T08:33:55.984Z,"27km SE of Smith Valley, NV",earthquake,2.84,31.61,,0,reviewed,ci,ci
2008-04-26T06:40:10.453Z,39.5231,-119.9393,2.8,5.1,ml,35,39.56,0.008,0.122,nn,nn00385392,2016-03-09T17:09:51.624Z,"1km NW of Mogul, Nevada",earthquake,0.57,0.5,0.13,2,reviewed,nn,nn
2008-04-01T13:16:17.213Z,41.2285,-114.84,11,4.8,ml,8,92.48,0.196,0.1017,nn,nn00239974,2015-12-16T23:53:14.880Z,"16km NE of Wells, Nevada",earthquake,2.76,4.2,0.33,6,reviewed,nn,nn
2008-02-27T07:59:38.206Z,41.1876,-114.8318,9.2,4.8,ml,13,141.77,0.038,0.1435,nn,nn00236032,2015-11-17T10:04:18.178Z,"13km NE of Wells, Nevada",earthquake,1.83,1.2,0.37,4,reviewed,nn,nn
2008-02-22T23:27:45.164Z,41.1276,-114.9269,11.1,4.8,ml,9,132.31,0.019,0.1375,nn,nn00235053,2015-11-17T10:29:16.585Z,"3km ENE of Wells, Nevada",earthquake,3.89,1.7,0.42,6,reviewed,nn,nn
2008-02-22T19:33:52.140Z,32.3901667,-115.2698333,5.982,4.58,ml,18,263,0.4401,0.47,ci,ci12330895,2016-03-09T07:04:59.210Z,"8km WNW of Delta, B.C., MX",earthquake,1.46,31.61,0.218,40,reviewed,ci,ci
2008-02-22T19:31:18.480Z,32.421,-115.2853333,6.001,4.78,ml,33,213,0.4067,0.46,ci,ci14352012,2016-03-09T14:40:46.461Z,"11km NW of Delta, B.C., MX",earthquake,1.21,31.61,0.117,233,reviewed,ci,ci
2008-02-21T23:57:50.977Z,41.1472,-114.933,12.5,4.8,ml,7,135.43,0.306,0.1077,nn,nn00234666,2015-11-25T21:45:52.352Z,"4km NNE of Wells, Nevada",earthquake,5.17,13.8,0.18,6,reviewed,nn,nn
2008-02-21T14:34:55.538Z,41.137,-114.8398,0,5.1,ml,7,138.75,0.322,0.3244,nn,nn00517570,2015-11-16T20:00:35.791Z,"10km ENE of Wells, Nevada",earthquake,2.95,,0.33,6,reviewed,nn,nn
2008-02-21T14:20:51.682Z,41.1056,-114.8895,6.8,4.7,ml,9,91.36,0.278,0.2605,nn,nn00235990,2015-11-17T10:10:24.784Z,"6km E of Wells, Nevada",earthquake,2.07,4.4,0.45,8,reviewed,nn,nn
2008-02-21T14:16:02.821Z,41.1444,-114.8721,7.9,6.2,ml,18,95.21,0.318,0.1855,nn,nn00234425,2016-08-16T20:04:53.000Z,"8km ENE of Wells, Nevada",earthquake,1.61,1.9,0.15,4,reviewed,nn,nn
2008-02-20T01:28:55.450Z,32.4261667,-115.3063333,6.001,4.83,ml,33,212,0.3962,0.53,ci,ci14351300,2016-03-09T04:11:30.881Z,"13km NW of Delta, B.C., MX",earthquake,1.52,31.61,0.117,256,reviewed,ci,ci
2008-02-19T22:41:29.660Z,32.4325,-115.313,6.006,5.01,mw,32,210,0.3885,0.55,ci,ci14351140,2016-03-09T16:32:59.643Z,"14km NW of Delta, B.C., MX",earthquake,1.58,31.61,,6,reviewed,ci,ci
2008-02-12T04:32:39.240Z,32.4475,-115.3175,6.018,4.97,mw,29,208,0.3731,0.44,ci,ci14348588,2016-03-09T05:35:17.750Z,"13km SSE of Puebla, B.C., MX",earthquake,1.47,31.61,,6,reviewed,ci,ci
2008-02-11T18:29:30.530Z,32.3271667,-115.2568333,6.001,5.1,mw,28,228,0.5031,1.04,ci,ci14348196,2016-03-09T14:39:27.872Z,"7km WSW of Delta, B.C., MX",earthquake,4.91,31.61,,6,reviewed,ci,ci
2008-02-09T07:12:04.550Z,32.3595,-115.2773333,6.001,5.1,mw,31,222,0.467,1.4,ci,ci14346868,2016-03-08T19:15:41.581Z,"8km W of Delta, B.C., MX",earthquake,5.62,31.61,,6,reviewed,ci,ci
2008-01-19T23:13:05.430Z,40.178,-122.703,2.9,4.9,mwc,191,110.3,,,us,usp000fx29,2015-02-11T17:18:46.000Z,"Northern California",earthquake,,,,,reviewed,nc,gcmt
2008-01-19T17:18:46.480Z,40.175,-122.755,10.1,4.5,mwr,70,112.1,,,us,usp000fx1e,2015-01-28T23:04:16.777Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2007-10-31T03:04:54.810Z,37.434,-121.774,10,5.6,mwc,282,75,,,us,usp000frne,2016-02-11T02:34:08.001Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,gcmt
2007-09-02T17:29:14.790Z,33.7321667,-117.477,12.192,4.73,ml,136,54,,0.32,ci,ci10275733,2016-03-08T20:52:04.122Z,"13km NE of Trabuco Canyon, CA",earthquake,0.27,0.55,0.137,396,reviewed,ci,ci
2007-08-09T07:58:49.590Z,34.2995,-118.6195,7.062,4.66,ml,111,24,0.0442,0.3,ci,ci14312160,2016-03-09T12:36:26.624Z,"5km NNW of Chatsworth, CA",earthquake,0.24,1.05,0.177,355,reviewed,ci,ci
2007-08-06T05:59:45.100Z,37.761,-114.339,3.368,4.5,mh,36,278,1.414,7.27,ci,ci14311588,2016-03-09T12:36:19.051Z,"22km NE of Caliente, NV",earthquake,25.81,31.61,,0,reviewed,ci,ci
2007-06-25T02:32:24.620Z,41.116,-124.824,3.4,5,mwc,269,174.7,,,us,usp000fes2,2015-03-24T01:59:26.439Z,"offshore Northern California",earthquake,,,,,reviewed,nc,gcmt
2007-06-12T07:23:43.590Z,37.5371667,-118.879,2.667,4.6,mh,13,73,,0.22,ci,ci14297516,2016-03-08T18:59:38.431Z,"14km SE of Mammoth Lakes, CA",earthquake,0.7,31.61,,0,reviewed,ci,ci
2007-05-09T08:07:31.340Z,40.384,-124.955,0,4.5,mwr,62,201.4,,,us,usp000fbk5,2015-03-24T00:49:48.053Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2007-05-09T07:50:05.870Z,40.3763333,-125.0445,0.143,5.2,mh,6,337,0.8896,4.41,ci,ci14289688,2016-03-09T05:20:29.647Z,"70km WSW of Ferndale, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2007-04-18T08:42:22.330Z,39.465,-123.106,6,4.8,mwr,129,121.1,,,us,usp000f9zk,2015-01-28T09:58:55.295Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2007-03-09T03:17:32.900Z,38.4005,-119.4003333,-1.41,4.76,ml,3,263,0.8584,0.3,ci,ci10234857,2016-03-09T02:28:13.570Z,"43km S of Smith Valley, NV",earthquake,7.74,11.31,0.168,167,reviewed,ci,ci
2007-02-26T12:21:02.140Z,40.642,-124.87,4.957,5.4,mh,21,329,,69.32,ci,ci10233309,2016-03-09T08:10:39.568Z,"52km W of Ferndale, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2007-02-26T12:19:54.480Z,40.643,-124.866,0,5.4,mwc,222,115.7,,,us,usp000f5ph,2015-02-11T17:18:31.000Z,"offshore Northern California",earthquake,,,,,reviewed,nc,gcmt
2006-11-03T15:56:43.050Z,32.676,-116.0481667,13.436,4.62,ml,48,145,0.04732,0.44,ci,ci10215753,2016-03-08T20:33:18.634Z,"8km SW of Ocotillo, CA",earthquake,0.48,0.64,0.173,378,reviewed,ci,ci
2006-10-08T02:48:26.650Z,46.8498333,-121.6001667,1.649,4.5,md,96,23,,0.35,uw,uw10701498,2016-09-01T18:41:38.012Z,"Washington",earthquake,0.336,0.63,0.04,18,reviewed,uw,uw
2006-08-03T03:08:10.480Z,38.4391667,-122.7961667,5.747,4.69,ml,14,209,0.2815,0.53,ci,ci14244292,2016-03-08T22:01:49.644Z,"5km NNE of Sebastopol, CA",earthquake,3.51,31.61,0.179,181,reviewed,ci,ci
2006-07-19T11:41:40.920Z,40.281,-124.426,11.84,5,mh,6,253,,0.53,ci,ci14241368,2016-03-08T23:27:19.211Z,"36km SSW of Ferndale, CA",earthquake,2.76,31.61,,0,reviewed,ci,ci
2006-06-15T12:24:51.440Z,37.1073333,-121.465,6.686,4.54,ml,6,122,,0.31,ci,ci14233416,2016-04-27T15:14:44.324Z,"13km E of San Martin, CA",earthquake,1.7,20.76,0.135,157,reviewed,ci,ci
2006-05-24T04:20:26.010Z,32.3066667,-115.2278333,6.006,5.37,mw,21,263,0.4775,0.36,ci,ci12245763,2016-03-09T00:48:32.894Z,"6km SSW of Delta, B.C., MX",earthquake,1.86,31.61,0.221,0,reviewed,ci,ci
2006-03-26T01:56:37.970Z,40.273,-124.412,23.3,4.6,mwr,54,189.1,,,us,usp000ecyv,2015-01-28T11:33:45.928Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2005-12-23T21:38:32.920Z,40.427,-125.346,3.7,4.6,mwr,95,187.3,,,us,usp000e6qm,2015-01-28T23:17:20.217Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2005-10-31T00:23:30.930Z,44.874,-113.399,5,4.5,mwc,48,61.5,,0.73,us,usp000e365,2015-03-24T00:45:43.157Z,"western Montana",earthquake,,,,,reviewed,us,hrv
2005-10-16T21:11:35.010Z,32.4545,-118.1633333,9.778,4.99,ml,20,244,0.6157,0.38,ci,ci10147909,2016-03-07T20:00:52.205Z,"44km SSE of San Clemente Is. (SE tip), CA",earthquake,1.44,31.61,0.111,386,reviewed,ci,ci
2005-09-22T20:24:48.620Z,35.0433333,-119.0143333,10.005,4.69,mw,107,18,,0.41,ci,ci14186612,2016-03-08T00:14:01.760Z,"14km NW of Grapevine, CA",earthquake,0.31,0.71,0.232,0,reviewed,ci,ci
2005-09-02T01:27:19.590Z,33.1533333,-115.6463333,1.207,5.11,mw,39,52,0.03525,0.33,ci,ci14179736,2016-03-07T19:56:47.604Z,"13km WNW of Calipatria, CA",earthquake,0.33,0.86,0.242,0,reviewed,ci,ci
2005-09-02T01:27:18.610Z,33.1748333,-115.6311667,4.977,4.5,mh,60,32,0.01097,0.36,ci,ci12217067,2016-03-07T23:29:02.952Z,"12km WNW of Calipatria, CA",earthquake,0.49,0.78,,0,reviewed,ci,ci
2005-08-31T23:32:11.040Z,33.1896667,-115.603,4.267,4.57,ml,55,44,0.01613,0.4,ci,ci14178248,2016-03-08T00:52:26.768Z,"10km SW of Niland, CA",earthquake,0.5,0.75,0.142,170,reviewed,ci,ci
2005-08-31T22:47:45.530Z,33.1663333,-115.6351667,4.003,4.63,ml,45,67,0.0198,0.27,ci,ci14178184,2016-03-07T22:26:21.646Z,"12km WNW of Calipatria, CA",earthquake,0.27,31.61,0.131,153,reviewed,ci,ci
2005-07-26T04:08:37.160Z,45.365,-112.615,12.9,5.6,mwc,458,25.7,,0.74,us,usp000dvxx,2016-10-21T20:26:00.841Z,"western Montana",earthquake,,,,,reviewed,us,hrv
2005-06-26T18:45:57.075Z,39.3097,-120.0602,9.7,4.5,ml,40,34.1,0.025,0.1184,nn,nn00146980,2015-11-17T20:57:54.830Z,"7km N of Tahoe Vista, California",earthquake,0.44,1,0,1,reviewed,nn,nn
2005-06-16T20:53:26.020Z,34.058,-117.0113333,10.558,4.88,mw,149,18,,0.29,ci,ci14155260,2016-03-07T21:18:17.630Z,"4km NE of Yucaipa, CA",earthquake,0.21,0.46,,6,reviewed,ci,ci
2005-06-12T15:41:46.520Z,33.5325,-116.5666667,13.051,5.2,mw,96,19,0.04319,0.21,ci,ci14151344,2016-03-07T21:38:22.878Z,"10km ESE of Anza, CA",earthquake,0.17,0.26,,0,reviewed,ci,ci
2005-05-16T07:24:38.070Z,35.8894997,-120.4753342,-0.254,4.65,ml,136,180,0.07733,0.27,ci,ci10100053,2016-03-08T00:25:06.710Z,"4km WSW of Parkfield, CA",earthquake,5.31,11.96,0.207,15,automatic,ci,ci
2005-04-16T19:18:13.400Z,35.0223333,-119.191,9.288,4.59,mw,73,62,,0.35,ci,ci14138080,2016-03-08T00:02:06.974Z,"20km ESE of Maricopa, CA",earthquake,0.31,1.64,,6,reviewed,ci,ci
2005-03-18T07:23:58.450Z,40.37,-124.973,17.5,4.9,mwc,168,114.4,,,us,usp000djex,2015-02-11T17:17:58.000Z,"offshore Northern California",earthquake,,,,,reviewed,nc,hrv
2005-03-02T11:12:57.420Z,34.715,-110.97,5,5.1,mb,30,55.1,,0.82,us,usp000dhc3,2015-03-24T00:43:43.447Z,"Arizona",earthquake,,,,2,reviewed,us,us
2004-12-12T09:13:33.570Z,40.697,-123.867,28.5,4.5,mwr,83,168.4,,,us,usp000dahe,2015-01-28T08:07:03.124Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2004-11-29T01:54:14.300Z,35.9958344,-120.5145035,8.484,4.59,ml,134,180,0.05513,0.29,ci,ci10063349,2016-04-02T00:46:22.703Z,"13km NW of Parkfield, CA",earthquake,1.3,1.55,0.212,18,automatic,ci,ci
2004-09-30T18:54:30.280Z,35.9118347,-120.5333328,1.743,4.89,mw,163,146,0.03393,0.25,ci,ci14096196,2016-02-17T01:42:56.289Z,"9km W of Parkfield, California",earthquake,7.97,10.68,,6,automatic,ci,ci
2004-09-29T22:54:54.240Z,35.3898333,-118.6235,2.788,5.03,mw,71,18,,0.25,ci,ci14095628,2016-02-16T13:23:19.067Z,"25km SSW of Bodfish, California",earthquake,0.27,0.72,,6,reviewed,ci,ci
2004-09-29T17:10:04.960Z,35.8855019,-120.5058365,-0.457,5.04,mw,158,161,,0.25,ci,ci14095540,2016-02-16T23:14:36.339Z,"7km WSW of Parkfield, California",earthquake,5.6,14.26,,6,reviewed,ci,ci
2004-09-28T17:24:15.400Z,35.7966652,-120.3598328,-0.656,4.91,ml,84,164,0.2092,0.31,ci,ci14094996,2016-04-02T04:00:29.729Z,"10km NW of Cholame, CA",earthquake,0.95,1.79,0.144,16,automatic,ci,ci
2004-09-28T17:15:24.200Z,35.8182,-120.366,8.6,6,Mw,,25.2,0.01796631,0.04,nc,nc30228270,2016-04-02T00:42:21.072Z,"18km N of Shandon, California",earthquake,0.1,0.3,,4,reviewed,nc,nc
2004-09-20T16:51:05.040Z,38.0153351,-118.6463318,-2.42,4.72,ml,95,217,0.2781,0.11,ci,ci14092988,2016-04-02T07:15:06.135Z,"51km NE of Mammoth Lakes, CA",earthquake,1.05,12.57,0.433,4,automatic,ci,ci
2004-09-18T23:43:48.140Z,37.5709991,-118.879837,5.289,5.34,mw,101,124,0.06856,0.13,ci,ci14091884,2016-02-17T08:50:00.869Z,"11km SE of Mammoth Lakes, California",earthquake,8.43,14.14,,6,automatic,ci,ci
2004-09-18T23:02:18.400Z,37.9973333,-118.6796667,3.65,5.42,mw,10,211,0.2936,0.11,ci,ci14091792,2016-02-17T13:32:12.690Z,"48km NNE of Mammoth Lakes, California",earthquake,1.04,14.07,,7,reviewed,ci,ci
2004-08-30T04:30:57.070Z,36.493,-121.3134995,5.153,4.61,ml,79,209,0.2911,0.3,ci,ci14088052,2016-04-02T13:42:19.390Z,"8km N of Soledad, CA",earthquake,19.39,8.59,0.174,2,automatic,ci,ci
2004-08-19T06:06:03.630Z,44.6645,-124.3003333,27.274,4.7,md,23,212,,0.29,uw,uw10613523,2016-09-01T18:41:30.435Z,"offshore Oregon",earthquake,1.284,0.75,0.04,19,reviewed,uw,uw
2004-07-12T16:45:00.780Z,44.3338333,-124.4888333,28.75,4.9,md,18,247,0.4973,0.24,uw,uw10609208,2016-09-01T18:41:28.396Z,"offshore Oregon",earthquake,1.418,0.75,0.05,2,reviewed,uw,uw
2004-06-15T22:28:48.190Z,32.3428333,-117.9141667,9.824,4.98,mw,10,249,0.7503,0.79,ci,ci14065544,2016-04-02T10:21:54.531Z,"67km SE of San Clemente Is. (SE tip), CA",earthquake,3.45,31.61,,6,reviewed,ci,ci
2004-05-16T01:29:39.270Z,37.28,-114.84,0,4.5,ml,60,35.2,,,us,usp000cv5v,2015-01-29T21:42:13.614Z,"Nevada",earthquake,,,,,reviewed,ren,ren
2004-02-18T20:37:46.000Z,38.834,-122.765,3.6,4.5,mwr,50,136.2,,,us,usp000cmgw,2015-01-28T10:59:38.520Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2003-12-23T18:17:11.750Z,35.6486667,-121.0658333,5.086,4.63,ml,8,243,0.4137,0.13,ci,ci9967901,2016-04-02T00:33:24.362Z,"10km N of Cambria, CA",earthquake,1.75,16.73,0.193,131,reviewed,ci,ci
2003-12-22T19:53:30.200Z,35.6511667,-121.0716667,6.514,4.69,ml,9,244,0.4177,0.21,ci,ci9966477,2016-04-02T13:15:24.247Z,"10km N of Cambria, CA",earthquake,2.23,19.47,0.214,12,reviewed,ci,ci
2003-12-22T19:15:55.900Z,35.7188333,-121.1571667,11.534,6.48,mw,9,258,,0.14,ci,ci9966449,2016-04-02T19:35:49.492Z,"18km NNW of Cambria, CA",earthquake,0.88,9.55,,6,reviewed,ci,ci
2003-11-23T12:19:59.750Z,40.729,-115.148,10,4.5,mb,30,60.2,,0.57,us,usp000cdrc,2015-03-24T01:56:07.887Z,"Nevada",earthquake,,,,4,reviewed,us,us
2003-10-09T06:11:34.140Z,41.075,-125.158,2.5,4.5,mwr,105,160.2,,,us,usp000c9z8,2015-01-29T03:16:34.375Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2003-04-25T10:02:12.710Z,47.6705,-123.25,50.513,4.8,md,85,53,,0.18,uw,uw10583988,2016-09-01T18:41:18.787Z,"Olympic Peninsula, Washington",earthquake,0.347,0.59,0.04,8,reviewed,uw,uw
2003-04-17T01:04:19.000Z,39.516,-111.857,0.3,4.7,mb,60,76.8,,,us,usp000bvbj,2014-11-07T01:18:21.513Z,"Utah",earthquake,,,,2,reviewed,slc,us
2003-03-11T19:28:17.910Z,34.3591667,-116.1331667,3.069,4.64,ml,69,32.2,,0.26,ci,ci13945908,2016-04-02T13:01:59.388Z,"25km NNW of Twentynine Palms, CA",earthquake,0.22,0.44,0.968,132,reviewed,ci,ci
2003-02-25T04:03:04.800Z,34.3155,-116.8445,1.099,4.61,ml,100,17.8,,0.27,ci,ci13938812,2016-04-01T20:46:07.006Z,"6km N of Big Bear City, CA",earthquake,0.19,0.46,0.943,132,reviewed,ci,ci
2003-02-22T19:33:45.800Z,34.3096667,-116.8503333,1.409,4.5,ml,89,17.8,,0.23,ci,ci13936812,2016-04-02T16:00:45.096Z,"5km N of Big Bear City, CA",earthquake,0.2,0.43,0.558,133,reviewed,ci,ci
2003-02-22T12:19:10.920Z,34.312,-116.8448333,5.589,4.99,mw,93,35,,0.32,ci,ci13935988,2016-04-02T19:06:38.656Z,"6km N of Big Bear City, CA",earthquake,0.16,0.56,,6,reviewed,ci,ci
2003-02-07T10:34:04.830Z,31.6281667,-115.5106667,7.545,4.99,ml,19,268,1.034,0.27,ci,ci9886485,2016-04-02T03:14:21.891Z,"74km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,3.92,5.05,0.949,125,reviewed,ci,ci
2003-01-25T09:16:10.220Z,35.3175,-118.6538333,4.868,4.54,ml,55,44.8,0.1924,0.24,ci,ci9882329,2016-04-02T19:12:20.289Z,"20km NE of Arvin, CA",earthquake,0.27,23.57,0.983,130,reviewed,ci,ci
2002-12-10T21:04:00.690Z,32.2316667,-115.7981667,6.777,4.84,ml,21,218.5,,0.23,ci,ci13917260,2016-04-02T16:05:47.925Z,"44km SSW of Progreso, B.C., MX",earthquake,1.99,20.35,1.178,104,reviewed,ci,ci
2002-10-29T14:16:54.080Z,34.8026667,-116.2665,3.67,4.77,ml,31,51.1,,0.2,ci,ci9854597,2016-04-02T06:09:44.410Z,"13km NW of Ludlow, CA",earthquake,0.32,0.54,0.543,130,reviewed,ci,ci
2002-09-03T07:08:51.840Z,33.9123333,-117.7833333,9.371,4.78,ml,141,19,,0.31,ci,ci9818433,2016-04-02T15:37:07.714Z,"4km NE of Yorba Linda, CA",earthquake,0.18,0.39,0.185,166,reviewed,ci,ci
2002-08-17T16:06:27.000Z,49.96,-120.29,10,4.5,mb,108,,,,us,usp000ba34,2014-11-07T01:16:17.298Z,"British Columbia, Canada",earthquake,,,,23,reviewed,pgc,us
2002-06-29T14:36:04.790Z,45.3348333,-121.6863333,4.915,4.5,md,41,37,,0.27,uw,uw10569358,2016-09-01T18:41:14.587Z,"Mount Hood area, Oregon",earthquake,0.071,0.11,0.03,50,reviewed,uw,uw
2002-06-17T16:55:07.440Z,40.828,-124.604,22,5.3,mwc,246,,,,us,usp000b6bw,2015-02-11T17:17:23.000Z,"offshore Northern California",earthquake,,,,,reviewed,nc,hrv
2002-06-14T12:40:45.360Z,36.7163333,-116.293,9.653,4.58,mw,30,173,0.522,0.31,ci,ci13657604,2016-04-01T23:24:45.868Z,"46km ESE of Beatty, NV",earthquake,1.42,1.87,,6,reviewed,ci,ci
2002-05-14T05:00:26.120Z,36.9259987,-121.8223343,-0.443,5,mw,46,287,,0.2,ci,ci13075448,2016-02-17T05:43:44.557Z,"4km ESE of La Selva Beach, California",earthquake,7.64,9.66,,6,automatic,ci,ci
2002-04-29T00:43:29.720Z,40.601,-124.455,29.8,4.6,mwr,89,,,,us,usp000b3cb,2015-01-28T10:45:47.577Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2002-03-16T21:33:23.820Z,33.666,-119.33,6.765,4.6,ml,39,122.5,0.4476,0.31,ci,ci12659440,2016-04-02T05:23:47.021Z,"33km NW of Santa Barbara Is., CA",earthquake,0.58,22.45,0.742,112,reviewed,ci,ci
2002-02-22T19:32:41.750Z,32.3188333,-115.3215,7.007,5.7,mw,20,217.5,0.4751,0.38,ci,ci12456384,2016-04-02T05:21:39.453Z,"13km WSW of Delta, B.C., MX",earthquake,2.44,31.95,,0,reviewed,ci,ci
2001-12-28T21:14:01.950Z,36.641,-121.251,6.8,4.6,mw,96,,,,us,usp000avf0,2015-01-28T10:24:47.411Z,"Central California",earthquake,,,,,reviewed,nc,brk
